"AuthorID","FirstName","LastName","DateOfBirth","Sex"
19408,"Thiru","Sneha",1972-02-22,"M"
19409,"Danilo","Iki",1935-04-28,"M"
19410,"Selma","Grisel",1972-05-07,"F"
19411,"Kayvon","Shoaib",1937-12-19,"M"
19412,"Angelika","Banafsheh",1935-09-07,"F"
19413,"Feli","Gloria And Dmitrii",1938-09-07,"M"
19414,"Frampton","Dusan",1976-04-12,"M"
19415,"Noah","Saf",1905-07-17,"M"
19416,"Bonissat","JohnR",1956-03-20,"M"
19417,"Moss","Marva",1958-08-02,"M"
19418,"Tangier","Ottilia",1959-03-23,"F"
19419,"Kristopher","Charlayne",1944-01-25,"M"
19420,"Your Fave","Srdjan",1954-08-21,"F"
19421,"Supin","Javi",1960-03-12,"F"
19422,"Pavel","Garcia",1949-09-09,"M"
19423,"Isaias","Alican",1930-06-23,"F"
19424,"Yitzchok","Kara",1972-11-21,"F"
19425,"Tirzah","Callie And Sean",1969-10-15,"F"
19426,"Raheem","Nette",1921-03-29,"F"
19427,"J. Beverly","Laura + John",1955-04-04,"M"
19428,"Abayomi","Tammy",1940-06-06,"F"
19429,"Jayleen","Mariia",1900-12-31,"M"
19430,"Sainabou","Aryanna",1907-09-01,"F"
19431,"Beny & Maria","Danish",1926-10-04,"M"
19432,"Veronica","Hubert & Val",1975-10-31,"M"
19433,"Basia","Uchenna",1963-12-01,"F"
19434,"Derric","Ahna",1970-09-05,"F"
19435,"Flavien","Seryn",1973-06-21,"M"
19436,"Noam","Ms. Edith",1919-12-27,"M"
19437,"Ezgin","Kevon",1904-09-21,"F"
19438,"Naama","Dianna",1930-01-30,"M"
19439,"Hyunje","Vinicius",1906-03-31,"F"
19440,"Kayleen","Garren",1972-06-25,"M"
19441,"Martin & Christine","Tola",1922-06-18,"F"
19442,"K.","Stefania",1961-03-04,"M"
19443,"Hope","Tia",1907-04-15,"F"
19444,"Kai Chieh","Ayanna",1925-07-07,"M"
19445,"Gabriele","Lore",1939-01-22,"M"
19446,"Jeanpaul","Host",1907-09-23,"M"
19447,"Mitch","Ceylan",1956-07-16,"M"
19448,"Hana","Kijin",1975-03-30,"M"
19449,"Meriwether","Keyur",1925-02-04,"M"
19450,"Dima","Heena",1944-11-10,"M"
19451,"Fatima","Max And Kathy",1924-05-08,"F"
19452,"Marisela","Zina",1938-05-08,"F"
19453,"Ahmet","Weronika",1906-06-13,"M"
19454,"Toli","Fallon",1968-03-17,"F"
19455,"Harutoshi","Piya",1917-03-07,"M"
19456,"Afrodite","Krishaine",1918-08-16,"F"
19457,"Emma Leigh","Piero",1921-10-28,"M"
19458,"Tamoi","Johnnet",1954-05-12,"F"
19459,"Abdes","Apple",1902-06-20,"M"
19460,"Kelli","Jill Lauren",1917-10-14,"M"
19461,"Darris","Mizo",1936-12-28,"M"
19462,"Lu","Low",1969-03-05,"F"
19463,"Jonah_Soleil","Chance",1927-06-17,"F"
19464,"Yonette","Aidan",1963-07-22,"F"
19465,"Kaylie","Jeanine",1936-08-12,"M"
19466,"Troi","Nick & Gaby",1933-10-28,"M"
19467,"Idris","Panayiota",1945-12-27,"F"
19468,"Keyur","Robert And Zafir",1916-01-15,"F"
19469,"Shu-Fen","Karly",1976-07-20,"F"
19470,"Odehyah","Jimmie",1923-02-11,"F"
19471,"Shon","Rhonycs",1901-03-10,"F"
19472,"Dalibel","Nirma",1915-11-07,"F"
19473,"Ela","Leigh",1936-01-31,"M"
19474,"Jeerathinan","Marie-Helene",1930-01-17,"M"
19475,"Teola","Kirt",1904-12-23,"F"
19476,"Abdoulaye","Yahan",1913-08-02,"F"
19477,"Sheila & Tony","Nazila",1975-06-14,"F"
19478,"Nikos","Silvan",1976-04-02,"M"
19479,"Madelline","Kamilla And John",1965-10-14,"F"
19480,"Evy","Aidan",1950-10-20,"F"
19481,"Jameson","Nawa",1917-04-08,"M"
19482,"Alesia","Tamir",1923-06-06,"F"
19483,"Luke & Madia","Rabi & Soukaina",1953-08-21,"M"
19484,"Yazmany","Fatima",1948-07-16,"F"
19485,"E Vera","Jae (Owen's Wife)",1920-09-27,"F"
19486,"Bozo","Lexus",1946-07-16,"M"
19487,"Bob","Jonnie",1947-12-11,"F"
19488,"Fran & Jason","Saireth",1917-02-18,"F"
19489,"Max And Heather","AFI Apartments",1967-08-04,"M"
19490,"Cristian","Carlo Fabricio",1976-09-25,"M"
19491,"Eda","Juhli",1977-08-15,"M"
19492,"Golden&Mavy","Meng-Mei",1912-02-05,"F"
19493,"Lester","Jax",1951-12-19,"F"
19494,"Sedef","Michael And Sandra",1923-08-07,"M"
19495,"Salom_","Tabea",1960-02-25,"M"
19496,"Akim","George - Francis",1953-12-13,"F"
19497,"Hayden","Joseph",1909-02-06,"F"
19498,"Shailah","Ola",1944-11-15,"M"
19499,"Cl__entine","Peach",1927-08-21,"F"
19500,"RoseMarie","Ignat",1976-09-10,"M"
19501,"Gabor","Zoe",1965-05-17,"M"
19502,"Calliea","Lorcan",1968-12-14,"F"
19503,"Nashwa","Graciela",1978-11-12,"M"
19504,"Bess","Flyn",1978-09-05,"M"
19505,"Chase","Naimah",1927-10-30,"F"
19506,"Suhel","Yossi",1954-02-21,"M"
19507,"Yara","Davied",1930-03-15,"M"
19508,"Telora","Bernardo & Andressa",1906-05-13,"F"
19509,"Shaul","Keilyn",1967-12-18,"F"
19510,"Merylin & David","Andrew",1932-03-15,"F"
19511,"Ceri","Fone",1928-08-16,"M"
19512,"Bayly","Jirayus",1917-03-26,"F"
19513,"Bridget","Gohe",1979-08-07,"M"
19514,"Val","Md",1944-12-30,"F"
19515,"Karolina","Kailei",1960-02-28,"M"
19516,"Vienna","Shirley (Fred)",1906-12-18,"F"
19517,"Shereen","HayNoor",1926-05-21,"M"
19518,"Mikey","Bugsy",1902-10-08,"M"
19519,"Laine","Herman",1919-10-24,"F"
19520,"Yann","Aushra",1916-11-10,"F"
19521,"Rum","Yanna",1904-08-13,"M"
19522,"CZ Casa","Tanmaya",1968-08-25,"M"
19523,"Xun","Adria",1928-10-15,"M"
19524,"Simona & Jon","Malisa",1912-09-05,"F"
19525,"Dimitar","Said",1900-12-29,"F"
19526,"Sheethal","Luka",1976-05-13,"M"
19527,"Charlie Manuel","Benton",1935-02-17,"M"
19528,"Tal & Amarelle","Amarie2131",1956-02-22,"M"
19529,"Monte","Anne-Lise",1966-12-01,"F"
19530,"棣<e3>__","Meg",1961-07-27,"F"
19531,"Drea","Mickey",1928-03-16,"M"
19532,"Latrisha","Isai Jesse",1909-08-08,"M"
19533,"Harun","Finn__n",1909-09-05,"F"
19534,"Longfang","Keri",1952-10-21,"F"
19535,"Eileen","Nardys",1911-08-09,"M"
19536,"Muni","Fiz",1909-07-05,"F"
19537,"Nikali","Data05",1921-03-18,"M"
19538,"Giorgia","Alo",1967-12-04,"M"
19539,"Priscila","V Joe",1938-01-21,"F"
19540,"Yahan","Alican",1922-02-04,"F"
19541,"Shandor","Jinfei",1908-10-20,"M"
19542,"Alden","Melat",1915-12-29,"M"
19543,"Abe","Kumara",1904-06-06,"M"
19544,"Mikael","Malika",1915-09-02,"M"
19545,"Harvey","Tiz",1933-05-05,"F"
19546,"EStelle","Pranjal",1971-02-20,"M"
19547,"Tuan-Phi","Allam",1954-11-24,"F"
19548,"Kusum&Kannan","Belkis",1914-07-08,"F"
19549,"Odette","Anton__",1914-06-24,"M"
19550,"Leeron","Gareth",1963-07-07,"M"
19551,"Allie","Cl__entine",1938-08-07,"F"
19552,"Tomasz","Zachariah",1966-08-06,"F"
19553,"Otoja","Zandy",1975-08-11,"M"
19554,"Artnell","Denetrias",1957-09-11,"M"
19555,"Gaudhi","Paula And Jorge",1965-01-27,"F"
19556,"Miran","Caitlin",1971-03-12,"F"
19557,"Inas","Ofrit",1926-10-15,"F"
19558,"Joe Berat","Siwoo",1970-01-25,"M"
19559,"Shiran","Gym Hoodie",1979-12-20,"F"
19560,"Boomer","Rob&Elle",1932-10-14,"F"
19561,"June And Eunice","Souheil",1934-06-25,"M"
19562,"Rose & Brian","Andrada And Alex",1933-07-18,"F"
19563,"Gidon","Mariann",1954-11-10,"M"
19564,"Banu","Fleur",1929-03-26,"M"
19565,"Ibrahim Ali","Elizabete",1939-10-14,"M"
19566,"Carine","Leona",1958-11-27,"F"
19567,"Starlee","Tripp",1960-07-22,"M"
19568,"Wolf","Tuva",1963-09-17,"M"
19569,"Leidi","Max And Kathy",1900-06-12,"M"
19570,"Ebada","S Barn",1908-12-09,"F"
19571,"Lindsee And Peter","Sophie And Linda",1957-05-11,"M"
19572,"Fabian","Leli",1965-10-25,"F"
19573,"Asuka","Johlex",1949-03-19,"M"
19574,"Lilli","Majar",1975-03-13,"M"
19575,"Inbar","Jack",1953-09-20,"M"
19576,"Xander","Nazli",1926-02-15,"F"
19577,"Peter Michael","Barblin",1947-03-10,"M"
19578,"Jules","Grisel",1937-02-24,"M"
19579,"Jose And Ysaira","Madonna",1949-06-19,"F"
19580,"Bill & May","Chauncey",1977-01-09,"F"
19581,"Jery & Dave","Shahriq And Patty",1914-06-10,"F"
19582,"JaNae","Rep",1907-07-20,"F"
19583,"Legera","Moun",1959-05-25,"M"
19584,"Jasen","Mario",1952-02-03,"F"
19585,"Bea","Trini",1977-06-23,"M"
19586,"Penelope","Zakiyyah",1939-06-10,"M"
19587,"Steven","Ariadna",1922-02-23,"M"
19588,"Lissette","Razan",1959-08-26,"F"
19589,"Darwin And Nicole","Emanuele",1916-07-09,"F"
19590,"Pantelis","Lexia",1918-02-08,"M"
19591,"Vicdania","Nathan",1953-01-24,"M"
19592,"C. Jack","Nolwenn",1934-08-04,"M"
19593,"Shahar","Connor",1978-05-24,"F"
19594,"Jiangbin","Ticemen",1950-08-29,"F"
19595,"Alimah","Miles",1917-06-25,"F"
19596,"Gidon","Althea",1910-01-09,"M"
19597,"Tristan","Mitchell",1921-09-19,"F"
19598,"Balla","Leo",1953-01-22,"F"
19599,"Barry","Olzhas",1945-05-22,"F"
19600,"Kourosh","Jeanmarie",1901-01-25,"F"
19601,"Jonalee","Petter",1903-12-30,"F"
19602,"Tamu","LeAndra",1936-03-12,"M"
19603,"Jana","Lera",1913-11-12,"M"
19604,"Nany","Rahwa",1903-01-10,"M"
19605,"Shiran","Kalana",1933-10-17,"M"
19606,"Athina","Deepak",1943-01-28,"F"
19607,"Umberto","Jinny",1973-10-30,"M"
19608,"Daniel And Helene","Katarina",1924-03-11,"M"
19609,"Timothy + Gina","Yekta",1930-01-04,"M"
19610,"Thiago","Vinit",1939-10-15,"F"
19611,"Brittnee","Suzette",1911-10-23,"F"
19612,"Anna Lien","LaTasha",1976-05-19,"M"
19613,"Zhoe","Carlotta",1962-03-16,"M"
19614,"Cagla","Harish",1932-12-31,"F"
19615,"Mairo","Friday",1907-03-24,"F"
19616,"Omwattie","Cat",1902-11-01,"F"
19617,"Wally","Princess",1922-10-18,"M"
19618,"Kishore","Haily",1971-10-23,"F"
19619,"Lauri","Dario",1965-04-01,"M"
19620,"Razan","Dmitry",1911-03-24,"M"
19621,"Perrian","Andre",1946-05-01,"M"
19622,"Asta","Ilana",1941-10-28,"F"
19623,"Giancarlo","Natascha",1964-06-17,"F"
19624,"Jaqui And Mark","Qiulan",1906-03-18,"M"
19625,"Caprice","Akash",1909-05-24,"F"
19626,"Marvin","Michal And John",1973-07-28,"F"
19627,"Anjela","Eli",1965-06-14,"F"
19628,"Caroline & Georg","Aymen",1925-07-03,"M"
19629,"Carlita","Roque",1964-01-08,"F"
19630,"Georgi And Alisa","Vanita",1920-09-17,"M"
19631,"Mey","Charl__te",1921-12-11,"M"
19632,"Rajiv","Gorkem",1941-01-21,"M"
19633,"H_<a5><e5>_i","Teufik",1919-11-27,"M"
19634,"Bidhya","Janette",1951-04-30,"F"
19635,"Johanna","Olivier & Priscilla",1977-12-01,"M"
19636,"Todd & Ashta","T+Y+K+M",1913-09-05,"F"
19637,"Athelstan","Sharlee",1920-04-04,"F"
19638,"Moji","Piyush",1925-03-29,"F"
19639,"Witt","Ashley",1944-01-22,"F"
19640,"Alex & Laura","Loreley",1924-09-13,"F"
19641,"Shahzad","Nelson",1929-06-01,"F"
19642,"Anabelle","Yari",1920-01-26,"M"
19643,"Ife","Pirro",1961-04-08,"M"
19644,"Eli And Maggie","Norma-Jean",1945-10-11,"F"
19645,"Meryl","Sarine",1960-01-03,"M"
19646,"Harvey","<e7><bc>_<ba><a1>_",1972-04-25,"F"
19647,"Nelly","Shalev",1961-11-17,"M"
19648,"Alexey","Jure",1972-11-04,"F"
19649,"August","Charli",1919-06-08,"M"
19650,"Georges","Damon",1941-02-02,"M"
19651,"Joaquin","Shanthony",1916-04-05,"M"
19652,"Cecilia And Bryan","___<e9><bc>",1970-10-31,"F"
19653,"Jonny","Drica 2017",1930-07-20,"F"
19654,"Ed","Dion",1931-09-04,"M"
19655,"Joann","Ry",1912-11-12,"F"
19656,"Yanna","Imani",1933-02-04,"F"
19657,"Molo","Seva",1906-08-11,"F"
19658,"Deborah Lily","Fotini",1913-01-25,"F"
19659,"Kanhar","Iliana",1914-08-28,"F"
19660,"Omar And Kareema","Mimi & Elen",1908-03-22,"F"
19661,"Auran","Gane",1923-05-03,"F"
19662,"Charvii","Kasper",1929-02-26,"F"
19663,"Petek","Heather Nadine",1950-02-10,"F"
19664,"Desiree","Olya",1901-03-11,"M"
19665,"Ngozi","Amaru",1932-02-28,"M"
19666,"Gleason","Haya",1927-09-20,"F"
19667,"Heather & Alex","Anaiya",1936-04-30,"F"
19668,"Karron","Jenn And Dan",1969-06-29,"M"
19669,"Fabian","Tw",1941-04-12,"F"
19670,"Juan Pablo & Andrea","Greetings From Saul And Diana",1974-06-25,"F"
19671,"Raja","Pratik",1920-11-13,"F"
19672,"Zoey","Phaedra",1931-07-10,"F"
19673,"XaXa","Wilson",1977-01-18,"F"
19674,"Fazli","Hanine",1900-02-25,"F"
19675,"Yaasha","Abdul",1971-09-01,"F"
19676,"Harrison","Antrice",1947-09-27,"F"
19677,"Gya","Adriano",1937-03-15,"M"
19678,"Moss","Dylana",1918-06-01,"M"
19679,"Chin-Feng","Sehee",1973-02-15,"F"
19680,"Hoda","Shanika",1920-10-25,"F"
19681,"Alexander M","Jeerathinan",1965-06-24,"F"
19682,"Vishal","Amie",1951-06-16,"F"
19683,"Lika","Praise",1961-12-12,"M"
19684,"Erick","Vik",1951-08-22,"F"
19685,"Arti","Nicole",1979-09-16,"F"
19686,"Brian & Jonathan","Maxime C/Armande C",1904-01-08,"M"
19687,"Rahwa","Luli",1941-07-13,"F"
19688,"Katelynn","Pierpaolo",1966-05-31,"M"
19689,"Trina","Loretta",1939-09-17,"M"
19690,"Aleecea","Cong",1908-09-15,"F"
19691,"Dominic","Kyunam",1906-05-05,"F"
19692,"Bethann","Pablo & Anastasiya",1978-05-14,"M"
19693,"Elli","London",1924-11-29,"F"
19694,"Yulia","Valentine",1954-12-16,"M"
19695,"Fritz","Delphine And Michael",1923-04-15,"M"
19696,"Kaet","Einstein",1924-04-27,"M"
19697,"Kafayat","Lily2R",1943-03-18,"M"
19698,"Javonne","Em",1970-08-05,"M"
19699,"Segun","Alper Demis",1953-07-06,"F"
19700,"LisaMarie","Lizzie",1906-02-28,"M"
19701,"Hurriyet Ayd<e8><b0>_ /","Hillary",1939-07-25,"F"
19702,"Charl__te","Spenser",1932-03-03,"F"
19703,"Sal","Yvelisse",1964-09-03,"M"
19704,"Penda And Sebastien","Yvette",1907-07-04,"F"
19705,"Kijin","Nissa",1924-10-17,"F"
19706,"Davide","Declan",1902-04-04,"M"
19707,"Dave + Suzanne","Husain",1956-10-03,"M"
19708,"Eduard","LaQuann",1912-12-13,"F"
19709,"Daren","Jemier",1933-12-20,"F"
19710,"Negar","Faiza",1969-02-13,"M"
19711,"Just","Dave And Shaceline",1928-12-30,"M"
19712,"Vadim","Kelley",1925-06-19,"M"
19713,"Cristy","_ Yuli",1960-08-27,"M"
19714,"Kya & Evan","Xun",1902-06-12,"F"
19715,"Neriza","Gharet",1975-08-19,"F"
19716,"Makiko","Merrily",1942-10-04,"M"
19717,"Gustavo","Shawn",1902-06-20,"F"
19718,"Tyler & Lacey","Jaqui",1941-06-21,"F"
19719,"Jay/Carolina Bastidas Family","Amos",1951-02-21,"M"
19720,"Liat","Ion",1937-04-06,"M"
19721,"Rosana","Priscilla",1933-03-02,"F"
19722,"Martijn","Gabriel&Anais",1971-08-22,"M"
19723,"Genevieve & Brett","Roz",1951-06-04,"F"
19724,"Yemisi","Karlee",1922-06-01,"M"
19725,"Lex And Derek","Kim & Rupert",1940-01-12,"M"
19726,"Lynette","Dalila",1919-02-16,"F"
19727,"Khadijah","Janli",1935-04-19,"M"
19728,"Majidudeen","Liz",1931-08-25,"F"
19729,"Sesenu","K.C.",1925-04-28,"M"
19730,"Lyndon & Christine","Boubacar And Pattee",1970-09-24,"F"
19731,"J<e5><a5>_ate","Aseel",1908-02-04,"F"
19732,"Nivea And Jill","Shiniqua",1977-06-05,"M"
19733,"Saya","Eufemia",1969-03-14,"M"
19734,"Fattie","Magen",1920-07-07,"M"
19735,"Stephen Lionel","Miao",1901-07-14,"M"
19736,"Annie Veronique","Bharathi",1976-06-18,"M"
19737,"Clair&Charles","Goldi",1930-06-19,"M"
19738,"Kaitlyn","Aurelio",1913-01-26,"F"
19739,"Oda","Tali",1947-07-08,"M"
19740,"Alonso","Mishay",1911-08-04,"F"
19741,"Ramsey","Iara",1958-03-19,"M"
19742,"Jameson","Aur__ien",1902-09-06,"F"
19743,"SidewalksofRIO","Dk",1912-08-31,"M"
19744,"Sumana","Ken & Janelle",1943-11-03,"M"
19745,"Coire","Chondra",1923-03-08,"F"
19746,"JacQueline","Timothy + Gina",1916-01-13,"F"
19747,"Sena","Jeanne & Sara",1938-01-13,"F"
19748,"Karlan","Hollye",1903-01-09,"M"
19749,"Vera Luc__","Jeannine",1975-12-27,"F"
19750,"Ben And Jane","Dilenia",1952-05-16,"M"
19751,"Tugce","Aigerim Aika",1923-01-23,"M"
19752,"Riley","Rhemy",1958-11-07,"F"
19753,"Alon","Sotira",1947-06-19,"M"
19754,"JohnP","Kilolo",1970-02-15,"M"
19755,"Sam & Emily","Ayami",1933-12-12,"F"
19756,"Dova","Stef",1969-04-13,"F"
19757,"Quisqueya","Hazel",1934-10-17,"M"
19758,"Windy","Danilo & Larissa",1903-08-23,"M"
19759,"Amapola","Bonnie",1947-03-31,"M"
19760,"Sylvana","Kenneth",1956-01-13,"F"
19761,"Shany","Kricket",1962-11-06,"F"
19762,"Kalina","Constance F.",1909-05-26,"M"
19763,"棣<e3>__","Regine",1922-10-01,"M"
19764,"Conny","Pam",1966-07-26,"M"
19765,"Diane & Brice","Micky",1940-09-25,"M"
19766,"RJ","Petrona",1962-07-08,"M"
19767,"Mysia","Frankie And J",1912-01-02,"F"
19768,"Sloane","Rup",1957-03-11,"F"
19769,"Prithvi","Sloan",1966-02-11,"F"
19770,"Robb","Alaz",1955-06-20,"M"
19771,"Richelle","Freddi",1926-09-10,"F"
19772,"Aleszea","Milton",1972-06-03,"F"
19773,"Devony","Anatha Ang__e",1913-08-13,"F"
19774,"Minetta","Hiba",1951-05-28,"F"
19775,"Raffi","Zaza",1970-05-13,"M"
19776,"Emilia & Jonathan","Ota",1927-12-10,"M"
19777,"Val &Yuko","Octavio",1934-03-31,"M"
19778,"Wada","Sahr",1972-04-08,"F"
19779,"Roderick","Seyi",1927-03-31,"M"
19780,"Sayar","Brian And Rachel",1967-05-03,"M"
19781,"Estevan","Omer",1924-03-05,"F"
19782,"Amin","Claudio",1945-06-17,"M"
19783,"Callie","Vivianne",1922-03-15,"F"
19784,"Amy & Brian","Noel & Rachel",1965-07-23,"M"
19785,"Janei","Lucilu",1922-08-30,"M"
19786,"Asijah","Rony",1976-08-25,"F"
19787,"Carol & Darcy","Ken",1905-01-28,"F"
19788,"Tina","Sander",1952-03-04,"F"
19789,"Rufina","Vivian Yuen Ting",1974-11-04,"M"
19790,"Corina","Thirsa",1914-11-26,"F"
19791,"Deshawn","Sonche",1969-12-05,"F"
19792,"Joy & Jesse","Demacoy",1961-01-16,"F"
19793,"Joel & Renee","Banty",1911-10-25,"M"
19794,"Miryung","Katy",1900-12-08,"F"
19795,"Jeanne - Aka'Rindy'","Clare",1941-05-29,"F"
19796,"Ann","Bertie",1954-07-19,"F"
19797,"Gul","Josif",1928-04-07,"F"
19798,"Alexie","Chelsey",1933-10-13,"F"
19799,"Keno","Pipi",1907-11-02,"M"
19800,"Amal & Alex","Lawrence & Patrice",1926-10-06,"F"
19801,"Quinn","Merve",1918-03-31,"F"
19802,"Meezy","O",1912-05-18,"F"
19803,"Brooke & Terry","Kiriko",1946-01-03,"F"
19804,"Nekhena","Bryson",1959-05-13,"F"
19805,"Macha","Chai",1935-07-14,"M"
19806,"Albertina","Matilda",1959-12-09,"F"
19807,"Terrance","Emily & Mathias",1955-12-22,"M"
19808,"Suraj","Ajamu",1956-09-28,"F"
19809,"RaShaan","Giorgia",1906-11-09,"F"
19810,"Astor","Dorothy",1946-08-08,"M"
19811,"Jon","Ruth",1912-08-03,"M"
19812,"Valery","Ramazan",1962-10-01,"F"
19813,"Hanan","Ant",1906-06-13,"F"
19814,"Rgh","Pit",1918-11-23,"M"
19815,"Josh+Emily","Lely & Gary",1904-10-03,"F"
19816,"Helma","Naga",1936-02-13,"F"
19817,"Rah","Alta",1931-08-22,"F"
19818,"Ruth","Kyriaki",1944-07-22,"M"
19819,"Shae","Eriko",1944-08-02,"F"
19820,"Sneh","Brianna",1978-10-01,"M"
19821,"Tamara","Delcio",1903-04-07,"F"
19822,"Guillermo","Jeani",1964-09-30,"F"
19823,"Katie Rose","Saar",1952-02-13,"F"
19824,"Degelis","Gh",1941-02-03,"M"
19825,"Stefano","Pi & Leo",1939-06-02,"F"
19826,"Richy","Shully'S",1913-05-24,"F"
19827,"Diogo","Ofir",1954-12-29,"F"
19828,"Luz Dary","Roseanne",1977-09-21,"M"
19829,"Clover","Jennifer & Inam",1964-03-20,"M"
19830,"Saya","Holly/Rick",1902-07-15,"M"
19831,"Loreley","Reynaldo",1943-02-18,"M"
19832,"Matthew","Inbar",1911-02-04,"M"
19833,"Saya","Deemy",1964-08-30,"F"
19834,"Anush","Lancelot",1978-11-24,"M"
19835,"Clif","Ayo",1921-03-04,"M"
19836,"Karen Jennifer & Jan","Mai",1933-02-26,"F"
19837,"Sia","Kazi",1921-07-23,"M"
19838,"Chris & Celia","Java",1915-03-21,"M"
19839,"Tangier","Kosjenka",1968-06-09,"M"
19840,"Tega","Annett And Chuck",1937-07-02,"M"
19841,"Suket","Dani<e6><af>_",1940-11-14,"M"
19842,"Jeta","John 'Lance'",1901-09-12,"F"
19843,"Js","Keir",1910-02-05,"M"
19844,"Maria Ines","Tasia",1921-10-04,"F"
19845,"Chen","Doa",1974-11-04,"F"
19846,"Pam And Dali","Mesude",1962-10-13,"M"
19847,"Atul","Lujayn",1919-12-08,"F"
19848,"Lyudmila","Jeta",1925-09-21,"M"
19849,"Mary D","Grisel",1951-06-09,"F"
19850,"Leul","Harmon",1953-08-13,"F"
19851,"Joseph","Maria Ines",1960-11-23,"M"
19852,"Chels","Haneef",1934-01-09,"M"
19853,"Giada","Amar",1951-02-01,"F"
19854,"Gk","Sultan",1947-01-17,"F"
19855,"Pantelis","Tift",1945-02-14,"F"
19856,"Jolynn","Bharathi",1958-11-02,"F"
19857,"Vinciane","V.Stephan",1913-05-24,"F"
19858,"Amrane","Jennyfer",1910-08-09,"F"
19859,"Cely","Nagui",1948-11-16,"F"
19860,"Petko","Cressida",1901-06-25,"F"
19861,"Mar__ Gabriela","Franc",1969-02-15,"F"
19862,"Rigoberto","Judd",1903-06-07,"M"
19863,"Thiago Pereira","Takanori",1914-10-31,"F"
19864,"Acadia","Alla",1979-12-14,"M"
19865,"Judette","Steve Kings",1903-07-05,"F"
19866,"Madeleine","Jiandong",1970-04-30,"M"
19867,"The 6o2","Shayne",1913-03-25,"F"
19868,"Riverside","Alicia And Jamie",1921-10-15,"M"
19869,"Nila","Gian Marco",1943-07-23,"M"
19870,"Deundre","Mala",1939-11-20,"F"
19871,"Michael And Kimberly","Mikael",1936-07-22,"M"
19872,"S. N","Alessio",1929-09-10,"F"
19873,"Zandelle","Walther",1900-07-14,"M"
19874,"Aleksandra","Andrea",1952-03-14,"F"
19875,"McKenzie","Shameika",1919-08-27,"F"
19876,"Crystal","Kharay",1930-03-11,"F"
19877,"Steve & Anna","Kosuke",1959-12-14,"F"
19878,"Ariadna","Fran",1921-10-09,"M"
19879,"Patric","Edna + Isaiah",1966-03-17,"F"
19880,"Catarina","Deborah/Aston",1972-05-22,"M"
19881,"Tamiris","Diaby",1912-10-02,"F"
19882,"Ridge","Jodil H.",1902-07-21,"F"
19883,"Meya","Harmony And Eric",1916-12-08,"M"
19884,"Aryanna","Elizabeth Anne",1910-05-17,"F"
19885,"Ramona","Ruperto",1925-01-22,"F"
19886,"Anny","Rochel",1923-06-21,"F"
19887,"Eibhlin","Zyanya",1979-04-11,"F"
19888,"Simon & Jessie","Farid",1923-06-19,"F"
19889,"John & Jennifer","Wael",1966-02-25,"M"
19890,"Kristie","Izz",1966-05-11,"M"
19891,"Kierra","Ruta",1915-04-27,"F"
19892,"Claris","Eleni",1931-06-05,"M"
19893,"Prashast","Eo",1976-01-23,"M"
19894,"Tela","Carol & Darcy",1968-02-14,"M"
19895,"Hyacinth","Nathan",1939-03-26,"F"
19896,"Femi & Toya","Torrey",1927-05-15,"F"
19897,"<e8><a2>_<b0><a2>械泻<e8><a4>____<e8><a4>____","Phoebe",1964-09-25,"M"
19898,"Judith","Mads",1920-02-08,"M"
19899,"Aramis","Marissa",1973-03-24,"F"
19900,"Rashidi","Nga",1948-11-25,"F"
19901,"Andres And Salina","Darwin And Nicole",1919-10-31,"M"
19902,"Soheil","Jiangyang",1933-05-20,"F"
19903,"Stonie","Jackie'S Place",1979-09-17,"F"
19904,"Alixandra","F_",1972-08-16,"M"
19905,"Tiffaney","Anna Lien",1930-06-07,"M"
19906,"Shannon","Vimal",1979-06-11,"M"
19907,"Dajana","Sammy & Chris",1976-06-18,"F"
19908,"Trini","Naveen",1962-02-01,"F"
19909,"Lorc<e8><b0>_","Zanni",1960-08-21,"F"
19910,"Ornella","Wolfgang",1967-10-19,"F"
19911,"Doron","Zander",1975-07-06,"M"
19912,"Jaqui And Mark","Perrine",1959-08-03,"M"
19913,"Leah","Michael Dan",1950-02-07,"F"
19914,"Kiwa","Jennifer And Kenneth",1935-02-03,"F"
19915,"Hill","Gizem",1933-11-27,"M"
19916,"Aanchal","Cherry",1962-05-31,"F"
19917,"Mercy","Walkiria",1953-05-28,"M"
19918,"Valeska","BeautifulHarlem",1929-09-14,"F"
19919,"Jos","Sayonara",1911-03-06,"M"
19920,"Sampson","Kinser",1922-10-15,"F"
19921,"Kermit & Azadeh","Jeonghoon",1955-12-31,"F"
19922,"Ronny","Janan",1931-02-12,"M"
19923,"Smidty","Ella Jane",1961-02-20,"F"
19924,"Daulton","Kettly",1954-06-24,"M"
19925,"Jie","Geoffrey",1933-01-20,"M"
19926,"Perrian","Soumya",1941-08-06,"F"
19927,"___<e7><ab>","Sidiq",1973-03-16,"F"
19928,"Jowelle","Mileaka",1910-03-07,"M"
19929,"Dipak","East Village",1946-06-02,"F"
19930,"Adam + Yulu","Aline",1901-04-30,"M"
19931,"Nehia","Fredrik",1906-08-03,"M"
19932,"Chris&Suly","Lima",1907-04-28,"M"
19933,"Meline","Charles",1909-05-14,"F"
19934,"L.Marce","Gwendolyn",1979-01-10,"M"
19935,"Arkady","Stephanie & Linda",1958-09-04,"F"
19936,"Chassity","Yaz",1937-09-24,"F"
